0	0.776617972530704
1	0.5487317318662701
2	0.5160177241364294
3	0.49742938713169044
4	0.4944545511818693
5	0.5279799026743768
6	0.5121119321032872
7	0.48740481159419086
8	0.4899620209309723
9	0.49143864025086675
10	0.4794990901125883
11	0.4873348827078168
12	0.463061805197923
13	0.4502788433232977
14	0.4264142109349547
15	0.42113123422366927
16	0.4274670013588813
17	0.4483713528740543
18	0.44346442032274147
19	0.4241862351645748
20	0.43430875148119136
21	0.4332264333185786
22	0.42832283854120934
23	0.4346150267540715
24	0.4269630307297939
25	0.4417980552413246
26	0.43911148658414667
27	0.4169641650357786
28	0.41128568313315494
29	0.4146450359685879
30	0.4011382452781758
